MacroTrends_Data_Download_AMZN
date,open,high,low,close,volume
1997-10-07,0.2042,0.2094,0.2021,0.2029,145236
1997-10-08,0.2074,0.2084,0.1992,0.2003,233959
1997-10-09,0.2,0.2011,0.187,0.1875,329200
1997-10-10,0.1865,0.2032,0.1834,0.1951,315681
1997-10-13,0.1964,0.2021,0.1964,0.2,67900
1997-10-14,0.2032,0.2053,0.1917,0.199,128933
1997-10-15,0.1985,0.1985,0.1886,0.1961,196300
1997-10-16,0.1989,0.1989,0.1802,0.1812,290020
1997-10-17,0.1807,0.1827,0.176,0.1812,211142
1997-10-20,0.1838,0.1937,0.1833,0.1911,409293
1997-10-21,0.1979,0.2219,0.1927,0.2214,1008229
1997-10-22,0.2208,0.2309,0.2187,0.226,433904
1997-10-23,0.2115,0.2281,0.2094,0.225,471400
1997-10-24,0.2375,0.2531,0.2271,0.2513,791001
1997-10-27,0.24,0.2504,0.2114,0.2135,507482
1997-10-28,0.1959,0.25,0.1938,0.2474,976601
1997-10-29,0.2573,0.2749,0.25,0.2695,593790
1997-10-30,0.2603,0.2676,0.2521,0.2562,397423
1997-10-31,0.2683,0.273,0.2485,0.2542,418983
1997-11-03,0.2609,0.2609,0.2474,0.2536,166567
1997-11-04,0.25,0.2526,0.2412,0.2479,197100
1997-11-05,0.2489,0.2559,0.2437,0.2437,257747
1997-11-06,0.2459,0.2459,0.2318,0.2331,242852
1997-11-07,0.2209,0.2321,0.2193,0.224,218949
1997-11-10,0.225,0.2281,0.2104,0.2104,230400
1997-11-11,0.2123,0.2156,0.1959,0.1974,359400
1997-11-12,0.1887,0.2093,0.1833,0.1885,723409
1997-11-13,0.1975,0.1985,0.1886,0.193,357593
1997-11-14,0.1968,0.2103,0.189,0.2083,488983
1997-11-17,0.2114,0.227,0.2109,0.2187,616060
1997-11-18,0.2187,0.2239,0.2172,0.2208,155465
1997-11-19,0.2203,0.2261,0.2156,0.2255,211200
1997-11-20,0.2287,0.2303,0.2255,0.2292,493708
1997-11-21,0.2276,0.2292,0.2245,0.2245,216900
1997-11-24,0.2188,0.2209,0.2115,0.2115,168340
1997-11-25,0.2121,0.2167,0.2021,0.2102,275466
1997-11-26,0.212,0.2206,0.212,0.213,135900
1997-11-28,0.2135,0.2166,0.2057,0.2062,133568
1997-12-01,0.212,0.2187,0.2067,0.2135,198554
1997-12-02,0.213,0.2151,0.2089,0.2117,105200
1997-12-03,0.2099,0.2187,0.2093,0.2182,107475
1997-12-04,0.2201,0.2276,0.2193,0.225,253200
1997-12-05,0.2219,0.2297,0.2177,0.2297,221800
1997-12-08,0.2271,0.2386,0.2261,0.2354,397200
1997-12-09,0.2334,0.2386,0.2302,0.2344,111024
1997-12-10,0.2297,0.2313,0.2198,0.2255,120400
1997-12-11,0.2198,0.2417,0.2198,0.2344,417990
1997-12-12,0.2323,0.2401,0.2203,0.2271,222700
1997-12-15,0.2292,0.2334,0.2203,0.2292,141231
1997-12-16,0.2323,0.2323,0.2229,0.2229,140600
1997-12-17,0.2187,0.2228,0.2127,0.2195,511584
1997-12-18,0.2177,0.2214,0.2115,0.2146,267000
1997-12-19,0.2115,0.2261,0.2084,0.225,396100
1997-12-22,0.225,0.2391,0.2216,0.2349,362700
1997-12-23,0.2343,0.2369,0.2312,0.2312,98079
1997-12-24,0.2313,0.2354,0.2235,0.2302,194700
1997-12-26,0.228,0.2322,0.2245,0.226,40591
1997-12-29,0.2292,0.2391,0.2266,0.2375,212700
1997-12-30,0.2416,0.2452,0.239,0.2424,523693
1997-12-31,0.2437,0.252,0.2422,0.251,370427
1998-01-02,0.25,0.25,0.2399,0.2479,138400
1998-01-05,0.2443,0.2469,0.2354,0.2375,299200
1998-01-06,0.2349,0.2437,0.2333,0.2419,347828
1998-01-07,0.2417,0.2417,0.2347,0.2391,227148
1998-01-08,0.2348,0.2351,0.2265,0.2307,502192
1998-01-09,0.2334,0.2334,0.2115,0.213,553601
1998-01-12,0.2084,0.2193,0.2073,0.2151,616801
1998-01-13,0.2172,0.2334,0.2162,0.2323,610101
1998-01-14,0.2328,0.2437,0.2312,0.2437,708655
1998-01-15,0.2396,0.2506,0.2396,0.2477,501302
1998-01-16,0.2479,0.249,0.2386,0.2396,213600
1998-01-20,0.2412,0.2506,0.2406,0.2477,455692
1998-01-21,0.2468,0.2583,0.2437,0.2536,728057
1998-01-22,0.2537,0.2636,0.2511,0.2568,789455
1998-01-23,0.2673,0.2673,0.2469,0.2469,760055
1998-01-26,0.249,0.2495,0.237,0.2406,392700
1998-01-27,0.2409,0.2433,0.2334,0.2375,342000
1998-01-28,0.2375,0.2416,0.2312,0.2385,441008
1998-01-29,0.2396,0.2495,0.2391,0.2479,403000
1998-01-30,0.2499,0.253,0.2442,0.2458,310137
1998-02-02,0.2474,0.2604,0.2469,0.2599,576101
1998-02-03,0.2594,0.2626,0.2547,0.2576,369172
1998-02-04,0.2531,0.2594,0.2526,0.2531,102900
1998-02-05,0.2558,0.2558,0.2438,0.2469,486099
1998-02-06,0.2464,0.2511,0.2438,0.2453,176900
1998-02-09,0.2459,0.2479,0.2386,0.2427,218900
1998-02-10,0.2438,0.2659,0.2417,0.2651,1024701
1998-02-11,0.2646,0.2732,0.2641,0.2646,539501
1998-02-12,0.2636,0.2651,0.2594,0.263,253000
1998-02-13,0.2626,0.2636,0.2573,0.2594,701836
1998-02-17,0.261,0.261,0.2537,0.2573,198000
1998-02-18,0.2572,0.2572,0.2526,0.2536,247551
1998-02-19,0.2555,0.2647,0.2542,0.2615,369771
1998-02-20,0.2614,0.2645,0.2557,0.2635,225257
1998-02-23,0.2646,0.2709,0.2604,0.2703,331500
1998-02-24,0.2709,0.2839,0.2677,0.2703,22300
1998-02-25,0.2735,0.2771,0.263,0.2745,562101
1998-02-26,0.2732,0.3042,0.2719,0.3031,1281101
1998-02-27,0.301,0.3317,0.2992,0.3208,2058581
1998-03-02,0.3162,0.3281,0.3125,0.3177,913101
1998-03-03,0.3147,0.3157,0.2979,0.299,668112
1998-03-04,0.3,0.3094,0.2917,0.306,609501
1998-03-05,0.299,0.3258,0.2969,0.3125,1000101
1998-03-06,0.3151,0.3209,0.3073,0.3198,490601
1998-03-09,0.3203,0.3573,0.3198,0.3479,1921302
1998-03-10,0.3563,0.3677,0.3386,0.3463,2062502
1998-03-11,0.3417,0.3438,0.3261,0.3318,1029256
1998-03-12,0.3281,0.338,0.3214,0.3271,816601
1998-03-13,0.3318,0.3371,0.324,0.3279,543683
1998-03-16,0.3316,0.3365,0.3292,0.3292,276042
1998-03-17,0.3323,0.3344,0.3245,0.3328,258400
1998-03-18,0.3302,0.3574,0.3302,0.3555,1138461
1998-03-19,0.3558,0.3646,0.349,0.35,1009601
1998-03-20,0.35,0.3537,0.3464,0.35,534401
1998-03-23,0.3482,0.3531,0.3448,0.3492,250400
1998-03-24,0.3437,0.3614,0.3437,0.351,473333
1998-03-25,0.3542,0.3574,0.3375,0.3404,940939
1998-03-26,0.3406,0.349,0.3313,0.3448,656501
1998-03-27,0.3511,0.3631,0.3448,0.3542,637291
1998-03-30,0.3578,0.3646,0.3547,0.3578,458400
1998-03-31,0.3558,0.3604,0.349,0.3564,547101
1998-04-01,0.3552,0.3766,0.3502,0.3755,1204301
1998-04-02,0.3797,0.4031,0.374,0.3961,1386901
1998-04-03,0.4011,0.4016,0.3844,0.3875,974501
1998-04-06,0.3928,0.3949,0.3677,0.3693,918825
1998-04-07,0.3625,0.3636,0.3531,0.3552,974601
1998-04-08,0.3599,0.374,0.3563,0.3693,943029
1998-04-09,0.3849,0.4001,0.3818,0.3969,1336370
1998-04-13,0.3954,0.4011,0.3834,0.393,915117
1998-04-14,0.3911,0.4161,0.3885,0.4049,1360133
1998-04-15,0.4084,0.4167,0.3938,0.4005,925201
1998-04-16,0.4005,0.4138,0.3891,0.4104,1353701
1998-04-17,0.3992,0.4052,0.3938,0.3953,586301
1998-04-20,0.3974,0.4146,0.3906,0.3927,748301
1998-04-21,0.3969,0.3975,0.3797,0.3878,696290
1998-04-22,0.3885,0.39,0.3625,0.3635,941671
1998-04-23,0.3625,0.3625,0.3354,0.3375,1024101
1998-04-24,0.3416,0.3655,0.3396,0.3536,1398604
1998-04-27,0.3474,0.3526,0.3214,0.3448,1573802
1998-04-28,0.387,0.4145,0.3711,0.3984,5798778
1998-04-29,0.4052,0.411,0.3901,0.3979,2390602
1998-04-30,0.4063,0.4084,0.3771,0.3823,1873802
1998-05-01,0.3864,0.3963,0.3771,0.3937,775502
1998-05-04,0.3959,0.3996,0.3891,0.3969,644682
1998-05-05,0.3917,0.3979,0.388,0.3905,499901
1998-05-06,0.3917,0.3917,0.3755,0.3766,619983
1998-05-07,0.3792,0.3876,0.3677,0.3792,1157454
1998-05-08,0.3802,0.3865,0.3729,0.3849,399400
1998-05-11,0.3873,0.3875,0.3604,0.362,947701
1998-05-12,0.3656,0.383,0.3609,0.3807,969574
1998-05-13,0.3771,0.3917,0.374,0.387,1162001
1998-05-14,0.3834,0.3943,0.3792,0.3815,716701
1998-05-15,0.3827,0.3853,0.3729,0.3734,385649
1998-05-18,0.3749,0.3775,0.3614,0.3669,551425
1998-05-19,0.3735,0.3777,0.3719,0.3766,285338
1998-05-20,0.3766,0.3813,0.3677,0.3693,337446
1998-05-21,0.3729,0.375,0.3638,0.3698,283600
1998-05-22,0.3682,0.3692,0.3562,0.3583,488432
1998-05-26,0.3585,0.3619,0.337,0.3411,906868
1998-05-27,0.3349,0.364,0.3323,0.3609,1935934
1998-05-28,0.3636,0.3657,0.3552,0.3581,784510
1998-05-29,0.3578,0.3709,0.3563,0.3672,720101
1998-06-01,0.3667,0.3688,0.3472,0.3568,670395
1998-06-02,0.3636,0.3709,0.3459,0.3641,1367027
1998-06-03,0.374,0.3771,0.35,0.3521,1096901
1998-06-04,0.3578,0.3661,0.3437,0.3656,832525
1998-06-05,0.3645,0.3697,0.3593,0.3687,571097
1998-06-08,0.3651,0.3859,0.3625,0.3854,910422
1998-06-09,0.387,0.4323,0.3854,0.4271,3239403
1998-06-10,0.4302,0.4687,0.425,0.451,4047205
1998-06-11,0.4604,0.5218,0.4583,0.5208,5974824
1998-06-12,0.5291,0.5291,0.4854,0.5083,3609067
1998-06-15,0.4958,0.5708,0.4927,0.5479,5616563
1998-06-16,0.5562,0.6146,0.5541,0.6135,6527551
1998-06-17,0.6323,0.6765,0.6281,0.6583,6710567
1998-06-18,0.675,0.6875,0.598,0.5995,5273598
1998-06-19,0.5922,0.6354,0.5667,0.6318,6113430
1998-06-22,0.6229,0.6864,0.602,0.6781,6051709
1998-06-23,0.6755,0.7729,0.6708,0.7724,6243905
1998-06-24,0.7917,0.8396,0.7427,0.8318,9785101
1998-06-25,0.8333,0.8729,0.8,0.8255,9077143
1998-06-26,0.8125,0.8354,0.7812,0.7854,5191385
1998-06-29,0.7895,0.8302,0.7895,0.8229,4084439
1998-06-30,0.815,0.8458,0.8062,0.8312,3645911
1998-07-01,0.8484,0.9541,0.8396,0.951,4708940
1998-07-02,0.9646,1.0458,0.9375,1.0333,8713028
1998-07-06,1.0615,1.1729,1.0458,1.1625,7798108
1998-07-07,1.1917,1.1979,1.0083,1.0177,7875307
1998-07-08,0.9323,0.9917,0.8531,0.8927,9718609
1998-07-09,0.9219,0.9709,0.875,0.8792,4915691
1998-07-10,0.8584,0.8823,0.8177,0.8292,4163872
1998-07-13,0.8042,0.9,0.7855,0.8969,3210623
1998-07-14,0.9041,0.9646,0.8916,0.9583,4226257
1998-07-15,0.9667,0.9781,0.9146,0.9375,2935003
1998-07-16,0.9453,0.9583,0.9042,0.9448,2333202
1998-07-17,0.9364,1.0041,0.9323,0.9984,2970904
1998-07-20,1.0093,1.1677,0.9979,1.1458,5987332
1998-07-21,1.1437,1.225,1.0666,1.1005,7887769
1998-07-22,1.1167,1.1657,1.0875,1.1167,4662544
1998-07-23,1.0833,1.1541,1.0583,1.0635,4634959
1998-07-24,1.0771,1.0958,0.975,1.0354,4828850
1998-07-27,0.9927,1.0615,0.9636,1.0464,4805258
1998-07-28,1.0369,1.05,0.9833,0.9911,3457687
1998-07-29,1.0041,1.0125,0.8958,0.8984,3273982
1998-07-30,0.9312,0.9583,0.8791,0.9479,5295519
1998-07-31,0.9542,0.9594,0.9094,0.924,2240183
1998-08-03,0.9146,0.9292,0.8938,0.9021,2152202
1998-08-04,0.9177,0.951,0.901,0.9156,4677335
1998-08-05,0.9401,0.9427,0.8333,0.8849,3843404
1998-08-06,0.8698,0.9375,0.8589,0.9125,3100603
1998-08-07,0.9271,0.9907,0.9115,0.9667,3905639
1998-08-10,0.975,1.0156,0.9583,1.0135,3085902
1998-08-11,0.9625,1.0573,0.9604,1.0333,4692953
1998-08-12,1.0563,1.0959,1.0339,1.0865,3356907
1998-08-13,1.0885,1.125,1.0583,1.0625,4104904
1998-08-14,1.089,1.0896,1.0021,1.0229,3234898
1998-08-17,1.0063,1.0266,0.9875,0.9974,2436303
1998-08-18,1.0099,1.076,0.9927,1.0724,3000103
1998-08-19,1.0937,1.1146,1.0583,1.0729,3213503
1998-08-20,1.0521,1.0812,1.0458,1.076,2647621
1998-08-21,1.0604,1.0856,1.0271,1.0807,2522625
1998-08-24,1.0854,1.125,1.0843,1.1229,2324833
1998-08-25,1.1453,1.1459,1.0896,1.0969,2391975
1998-08-26,1.0812,1.0854,1.0567,1.0604,2731717
1998-08-27,1.0365,1.0417,0.9917,0.9917,2671293
1998-08-28,0.9979,1.0073,0.8604,0.8824,6505761
1998-08-31,0.8786,0.8968,0.6927,0.6979,6833082
1998-09-01,0.6344,0.7219,0.5417,0.6663,11242274
1998-09-02,0.6927,0.8,0.6833,0.7323,7888108
1998-09-03,0.6968,0.7521,0.6729,0.7156,4245007
1998-09-04,0.7223,0.7499,0.6833,0.7187,2968428
1998-09-08,0.7833,0.7895,0.75,0.7687,3655945
1998-09-09,0.7459,0.7698,0.6948,0.7042,2982844
1998-09-10,0.6614,0.6708,0.6271,0.6635,5328037
1998-09-11,0.6532,0.674,0.6125,0.6339,3935611
1998-09-14,0.6698,0.6709,0.6125,0.6141,2510139
1998-09-15,0.5901,0.6229,0.5864,0.6083,2871246
1998-09-16,0.6188,0.7162,0.5959,0.7042,6520114
1998-09-17,0.6703,0.6959,0.6375,0.6417,7076675
1998-09-18,0.648,0.6766,0.6474,0.6641,2790543
1998-09-21,0.6333,0.724,0.6333,0.7125,3961204
1998-09-22,0.7354,0.7625,0.7302,0.7349,5050904
1998-09-23,0.7567,0.8791,0.75,0.876,7597019
1998-09-24,0.8927,0.9739,0.8458,0.851,8520375
1998-09-25,0.8208,0.9218,0.8208,0.9104,6099583
1998-09-28,0.9698,1,0.9323,0.9635,6433884
1998-09-29,0.9771,0.9964,0.9292,0.9427,6389306
1998-09-30,0.9292,0.9625,0.9068,0.9302,4905105
1998-10-01,0.9,0.925,0.8333,0.8552,5727006
1998-10-02,0.8775,0.9322,0.8416,0.9187,5748887
1998-10-05,0.9073,0.925,0.8416,0.8833,4082550
1998-10-06,0.9292,0.9354,0.8667,0.9026,4695304
1998-10-07,0.8552,0.8729,0.7604,0.7786,7138702
1998-10-08,0.6906,0.7333,0.6666,0.7182,5063869
1998-10-09,0.7521,0.7656,0.6979,0.7599,3454504
1998-10-12,0.8094,0.8417,0.775,0.7766,3636360
1998-10-13,0.7651,0.7948,0.7552,0.7615,1780980
1998-10-14,0.7589,0.8136,0.7479,0.7792,2598514
1998-10-15,0.7855,0.8157,0.7709,0.8089,2828619
1998-10-16,0.8218,0.8494,0.8083,0.8286,3567360
1998-10-19,0.8249,0.8906,0.8249,0.8812,2779993
1998-10-20,0.9063,0.9375,0.8885,0.8896,3194603
1998-10-21,0.912,0.9188,0.8802,0.9167,2103079
1998-10-22,0.8968,0.9823,0.8948,0.9557,4449049
1998-10-23,0.9542,0.9859,0.951,0.9677,2270802
1998-10-26,0.9927,1.0157,0.973,1.012,3252910
1998-10-27,1.0344,1.05,0.9672,0.9693,3360819
1998-10-28,0.9744,0.9958,0.9521,0.9755,3315190
1998-10-29,1.011,1.0605,0.9917,1.0542,5488878
1998-10-30,1.0552,1.0817,1.0385,1.0536,3529792
1998-11-02,1.0677,1.0953,1.0375,1.0917,5249166
1998-11-03,1.0927,1.1088,1.0479,1.0505,3064606
1998-11-04,1.0948,1.1,1.0552,1.0818,3397308
1998-11-05,1.064,1.0843,1.0521,1.0708,2455326
1998-11-06,1.05,1.0687,1.0333,1.038,3148902
1998-11-09,1.0156,1.062,1.0063,1.0573,3640604
1998-11-10,1.0687,1.1666,1.0677,1.0979,5729130
1998-11-11,1.1135,1.1188,1.0438,1.0552,2743303
1998-11-12,1.0459,1.1073,1.0417,1.0917,1995863
1998-11-13,1.0995,1.1125,1.0477,1.0646,1490102
1998-11-16,1.0708,1.0823,1.0292,1.0521,1982902
1998-11-17,1.0781,1.2854,1.0708,1.2375,10190310
1998-11-18,1.2636,1.4219,1.2625,1.3667,9855850
1998-11-19,1.425,1.4625,1.275,1.2771,6482607
1998-11-20,1.4583,1.5146,1.375,1.5052,11152110
1998-11-23,1.5907,1.8209,1.5506,1.8167,11297119
1998-11-24,1.8667,1.9427,1.7083,1.7875,13612614
1998-11-25,1.8042,1.8625,1.7083,1.7526,4587104
1998-11-27,1.8104,1.8167,1.775,1.8052,1597802
1998-11-30,1.8302,1.8354,1.5979,1.6,4958705
1998-12-01,1.5458,1.7479,1.5166,1.7458,7858858
1998-12-02,1.7245,1.7292,1.6464,1.6625,4941505
1998-12-03,1.6594,1.7042,1.5417,1.5792,3639481
1998-12-04,1.6291,1.6416,1.5208,1.5708,3709525
1998-12-07,1.6084,1.6167,1.5427,1.5917,2629058
1998-12-08,1.5802,1.7156,1.5708,1.7005,4258221
1998-12-09,1.7115,1.8693,1.6833,1.8021,7751108
1998-12-10,1.8135,1.8666,1.7468,1.776,5060209
1998-12-11,1.7505,1.8666,1.75,1.8583,4244528
1998-12-14,1.8427,1.9167,1.8167,1.8521,6458507
1998-12-15,1.8916,2.025,1.8791,2.0229,6335801
1998-12-16,2.1593,2.5146,2.1593,2.4083,16965982
1998-12-17,2.1999,2.4291,2.1713,2.3062,11272186
1998-12-18,2.3584,2.4084,2.3157,2.3891,3825357
1998-12-21,2.5291,2.6812,2.4999,2.6562,5563866
1998-12-22,2.7245,2.7417,2.5719,2.6865,5301370
1998-12-23,2.7333,2.75,2.6593,2.7083,2427273
1998-12-24,2.6855,2.725,2.6584,2.7068,902312
1998-12-28,2.7583,3.0156,2.7083,2.9328,4983104
1998-12-29,2.9167,2.9177,2.7375,2.7693,4101354
1998-12-30,2.775,2.8604,2.5323,2.6771,5430606
1998-12-31,2.6438,2.7583,2.6344,2.6771,3049703
1999-01-04,2.7307,2.9667,2.6656,2.9578,6548707
1999-01-05,2.7391,3.2438,2.6625,3.1125,31436598
1999-01-06,3.4094,3.5094,3.35,3.45,18088301
1999-01-07,3.4282,4.0063,3.325,3.9719,23637301
1999-01-08,4.6063,4.9782,3.8,4.0063,33331518
1999-01-11,4.6,4.6249,4.1906,4.6156,19461289
1999-01-12,4.5125,4.55,3.975,4.0844,12221600
1999-01-13,3.125,4.0875,3.125,3.7,14938200
1999-01-14,3.75,3.9813,3.4,3.45,10456200
1999-01-15,3.5,3.7516,3.4407,3.5094,10066300
1999-01-19,3.7625,3.7625,3.4063,3.4953,5702700
1999-01-20,3.3766,3.425,2.7438,2.825,15267600
1999-01-21,2.6125,2.7594,2.3141,2.65,23524100
1999-01-22,2.4875,3.1469,2.4688,3.075,21882301
1999-01-25,3.0375,3.0844,2.75,2.8094,13661899
1999-01-26,2.8156,3.0312,2.7656,2.8773,12267187
1999-01-27,3.3531,3.4937,3,3.1406,17508522
1999-01-28,3.161,3.2188,3.0063,3.0719,11875300
1999-01-29,3.0406,3.0406,2.875,2.9234,8197860
1999-02-01,2.9438,3.0578,2.875,2.8969,6390500
1999-02-02,2.9095,2.911,2.7125,2.7563,6524418
1999-02-03,2.725,3.1501,2.7125,3.1438,9395649
1999-02-04,3.1313,3.1688,2.9063,2.95,5824800
1999-02-05,2.925,3.0719,2.8078,2.8969,4283000
1999-02-08,2.8593,2.8781,2.6437,2.7281,6298984
1999-02-09,2.6985,2.7,2.4985,2.5,6413000
1999-02-10,2.4562,2.5843,2.375,2.4359,6602364
1999-02-11,2.5125,2.7547,2.4875,2.7469,6896500
1999-02-12,2.7,2.7469,2.5907,2.6125,3882700
1999-02-16,2.6718,2.7124,2.425,2.4656,3889821
1999-02-17,2.461,2.5516,2.3125,2.3375,4834300
1999-02-18,2.4125,2.4125,2.1063,2.2375,10781300
1999-02-19,2.3594,2.5625,2.275,2.5469,13459099
1999-02-22,2.5438,2.7407,2.45,2.6625,9606100
1999-02-23,2.7532,2.925,2.7375,2.8797,10569500
1999-02-24,2.9406,3.0546,2.7562,2.7734,12492975
1999-02-25,2.9157,3.1407,2.8657,3.1063,18345195
1999-02-26,3.1687,3.2499,3.025,3.2031,12682502
1999-03-01,3.175,3.4016,3.1,3.325,9684500
1999-03-02,3.361,3.3938,3.0266,3.0328,8304700
1999-03-03,3.0938,3.1875,3.0063,3.0875,7764400
1999-03-04,3.1374,3.1749,2.8969,3.0031,8943551
1999-03-05,3.0985,3.1125,2.9594,3.0375,6088100
1999-03-08,3.036,3.161,2.9813,3.0547,5231300
1999-03-09,3.1281,3.3312,3.0859,3.2484,8146574
1999-03-10,3.4187,3.4734,3.35,3.4281,7058697
1999-03-11,3.4938,3.5688,3.275,3.3719,8125600
1999-03-12,3.35,3.3844,3.2157,3.3328,4666300
1999-03-15,3.325,3.4749,3.275,3.4734,3510349
1999-03-16,3.475,3.5094,3.3188,3.3453,3767200
1999-03-17,3.2828,3.3375,3.2063,3.275,3933700
1999-03-18,3.3219,3.4999,3.3094,3.4609,6149811
